epoch,accuracy,loss,val_accuracy,val_loss
0,0.5170000195503235,0.6946819424629211,0.5266666412353516,0.6926565766334534
1,0.5260000228881836,0.6901768445968628,0.5133333206176758,0.6937776207923889
2,0.5429999828338623,0.6852462887763977,0.5,0.694498598575592
3,0.574999988079071,0.6835607290267944,0.4699999988079071,0.6983314156532288
4,0.593999981880188,0.6799958348274231,0.46666666865348816,0.6990735530853271
